id,date,layer,total_cases,new_cases,active_cases_7,active_cases_14,new_cases_mean_7,new_cases_mean_14,max_new_cases,max_new_cases_date
33056,2020-05-21,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-20
33019,2020-05-21,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33018,2020-05-21,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33033,2020-05-21,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-26
33002,2020-05-21,cnig_municipios,10,0,0,0,0.0,0.0,2,2020-03-22
33053,2020-05-21,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33048,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33031,2020-05-21,cnig_municipios,88,0,0,0,0.0,0.0,5,2020-03-24
33035,2020-05-21,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-20
33078,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33028,2020-05-21,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-01
33038,2020-05-21,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-23
33013,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33016,2020-05-21,cnig_municipios,105,0,0,0,0.0,0.0,17,2020-03-25
33003,2020-05-21,cnig_municipios,2,0,0,0,0.0,0.0,2,2020-04-25
33055,2020-05-21,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33070,2020-05-21,cnig_municipios,9,0,0,0,0.0,0.0,4,2020-03-15
33059,2020-05-21,cnig_municipios,22,0,0,0,0.0,0.0,6,2020-03-30
33006,2020-05-21,cnig_municipios,4,0,0,2,0.0,0.14285714285714285,1,2020-03-28
33041,2020-05-21,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-03-19
33045,2020-05-21,cnig_municipios,12,0,0,0,0.0,0.0,2,2020-03-19
33063,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33015,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33036,2020-05-21,cnig_municipios,19,0,0,0,0.0,0.0,3,2020-03-28
33077,2020-05-21,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33010,2020-05-21,cnig_municipios,14,0,0,0,0.0,0.0,4,2020-04-03
33032,2020-05-21,cnig_municipios,45,0,0,1,0.0,0.07142857142857142,4,2020-03-13
33076,2020-05-21,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-03-23
33052,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33068,2020-05-21,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-12
33020,2020-05-21,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-03-23
33071,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33058,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33027,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33023,2020-05-21,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33062,2020-05-21,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33049,2020-05-21,cnig_municipios,7,0,0,0,0.0,0.0,2,2020-03-29
33069,2020-05-21,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-04-09
33017,2020-05-21,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-21
33026,2020-05-20,cnig_municipios,78,0,0,0,0.0,0.0,41,2020-03-19
33034,2020-05-20,cnig_municipios,16,0,0,0,0.0,0.0,4,2020-03-19
33037,2020-05-20,cnig_municipios,45,0,0,1,0.0,0.07142857142857142,5,2020-03-28
33075,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33021,2020-05-20,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-23
33072,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-10
33061,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33025,2020-05-20,cnig_municipios,18,0,0,0,0.0,0.0,3,2020-03-22
33022,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-05-20,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-30
33014,2020-05-20,cnig_municipios,12,0,0,1,0.0,0.07142857142857142,1,2020-03-13
33001,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33060,2020-05-20,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-24
33057,2020-05-20,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-03-29
33042,2020-05-20,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-16
33066,2020-05-20,cnig_municipios,182,0,0,1,0.0,0.07142857142857142,34,2020-04-16
33047,2020-05-20,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-15
33009,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33050,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33051,2020-05-20,cnig_municipios,71,0,0,0,0.0,0.0,22,2020-04-11
33040,2020-05-20,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33011,2020-05-20,cnig_municipios,27,0,0,0,0.0,0.0,5,2020-03-28
33024,2020-05-20,cnig_municipios,591,0,11,32,1.5714285714285714,2.2857142857142856,27,2020-04-01
33012,2020-05-20,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-07
33054,2020-05-20,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-03-24
33074,2020-05-20,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-04-30
33004,2020-05-20,cnig_municipios,145,0,1,1,0.14285714285714285,0.07142857142857142,9,2020-03-24
33046,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33064,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33044,2020-05-20,cnig_municipios,679,0,4,4,0.5714285714285714,0.2857142857142857,41,2020-03-23
33030,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-31
33043,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33007,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33073,2020-05-20,cnig_municipios,13,0,0,0,0.0,0.0,2,2020-03-27
33067,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33029,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33039,2020-05-20,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-21
33008,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-25
33065,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33056,2020-05-20,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-20
33019,2020-05-20,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33018,2020-05-20,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33033,2020-05-20,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-26
33002,2020-05-20,cnig_municipios,10,0,0,0,0.0,0.0,2,2020-03-22
33053,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33048,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33031,2020-05-20,cnig_municipios,88,0,0,0,0.0,0.0,5,2020-03-24
33035,2020-05-20,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-20
33078,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33028,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-01
33038,2020-05-20,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-23
33013,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33016,2020-05-20,cnig_municipios,105,0,0,0,0.0,0.0,17,2020-03-25
33003,2020-05-20,cnig_municipios,2,0,0,0,0.0,0.0,2,2020-04-25
33055,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33070,2020-05-20,cnig_municipios,9,0,0,0,0.0,0.0,4,2020-03-15
33059,2020-05-20,cnig_municipios,22,0,0,0,0.0,0.0,6,2020-03-30
33006,2020-05-20,cnig_municipios,4,0,0,3,0.0,0.21428571428571427,1,2020-03-28
33041,2020-05-20,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-03-19
33045,2020-05-20,cnig_municipios,12,0,0,0,0.0,0.0,2,2020-03-19
33063,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33015,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33036,2020-05-20,cnig_municipios,19,0,0,0,0.0,0.0,3,2020-03-28
33077,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33010,2020-05-20,cnig_municipios,14,0,0,0,0.0,0.0,4,2020-04-03
33032,2020-05-20,cnig_municipios,45,0,1,1,0.14285714285714285,0.07142857142857142,4,2020-03-13
33076,2020-05-20,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-03-23
33052,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33068,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-12
33020,2020-05-20,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-03-23
33071,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33058,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33027,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33023,2020-05-20,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33062,2020-05-20,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33049,2020-05-20,cnig_municipios,7,0,0,0,0.0,0.0,2,2020-03-29
33069,2020-05-20,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-04-09
33017,2020-05-20,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-21
33026,2020-05-19,cnig_municipios,78,0,0,0,0.0,0.0,41,2020-03-19
33034,2020-05-19,cnig_municipios,16,0,0,0,0.0,0.0,4,2020-03-19
33037,2020-05-19,cnig_municipios,45,0,0,1,0.0,0.07142857142857142,5,2020-03-28
33075,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33021,2020-05-19,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-23
33072,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-10
33061,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33025,2020-05-19,cnig_municipios,18,0,0,0,0.0,0.0,3,2020-03-22
33022,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-05-19,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-30
33014,2020-05-19,cnig_municipios,12,0,0,2,0.0,0.14285714285714285,1,2020-03-13
33001,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33060,2020-05-19,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-24
33057,2020-05-19,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-03-29
33042,2020-05-19,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-16
33066,2020-05-19,cnig_municipios,182,0,0,1,0.0,0.07142857142857142,34,2020-04-16
33047,2020-05-19,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-15
33009,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33050,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33051,2020-05-19,cnig_municipios,71,0,0,0,0.0,0.0,22,2020-04-11
33040,2020-05-19,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33011,2020-05-19,cnig_municipios,27,0,0,0,0.0,0.0,5,2020-03-28
33024,2020-05-19,cnig_municipios,591,0,11,40,1.5714285714285714,2.857142857142857,27,2020-04-01
33012,2020-05-19,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-07
33054,2020-05-19,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-03-24
33074,2020-05-19,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-04-30
33004,2020-05-19,cnig_municipios,145,0,1,1,0.14285714285714285,0.07142857142857142,9,2020-03-24
33046,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33064,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33044,2020-05-19,cnig_municipios,679,1,4,4,0.5714285714285714,0.2857142857142857,41,2020-03-23
33030,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-31
33043,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33007,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33073,2020-05-19,cnig_municipios,13,0,0,0,0.0,0.0,2,2020-03-27
33067,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33029,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33039,2020-05-19,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-21
33008,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-25
33065,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33056,2020-05-19,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-20
33019,2020-05-19,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33018,2020-05-19,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33033,2020-05-19,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-26
33002,2020-05-19,cnig_municipios,10,0,0,0,0.0,0.0,2,2020-03-22
33053,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33048,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33031,2020-05-19,cnig_municipios,88,0,0,0,0.0,0.0,5,2020-03-24
33035,2020-05-19,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-20
33078,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33028,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-01
33038,2020-05-19,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-23
33013,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33016,2020-05-19,cnig_municipios,105,0,0,0,0.0,0.0,17,2020-03-25
33003,2020-05-19,cnig_municipios,2,0,0,0,0.0,0.0,2,2020-04-25
33055,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33070,2020-05-19,cnig_municipios,9,0,0,0,0.0,0.0,4,2020-03-15
33059,2020-05-19,cnig_municipios,22,0,0,0,0.0,0.0,6,2020-03-30
33006,2020-05-19,cnig_municipios,4,0,1,3,0.14285714285714285,0.21428571428571427,1,2020-03-28
33041,2020-05-19,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-03-19
33045,2020-05-19,cnig_municipios,12,0,0,0,0.0,0.0,2,2020-03-19
33063,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33015,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33036,2020-05-19,cnig_municipios,19,0,0,0,0.0,0.0,3,2020-03-28
33077,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33010,2020-05-19,cnig_municipios,14,0,0,0,0.0,0.0,4,2020-04-03
33032,2020-05-19,cnig_municipios,45,0,1,1,0.14285714285714285,0.07142857142857142,4,2020-03-13
33076,2020-05-19,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-03-23
33052,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33068,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-12
33020,2020-05-19,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-03-23
33071,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33058,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33027,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33023,2020-05-19,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33062,2020-05-19,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33049,2020-05-19,cnig_municipios,7,0,0,0,0.0,0.0,2,2020-03-29
33069,2020-05-19,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-04-09
33017,2020-05-19,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-21
33026,2020-05-18,cnig_municipios,78,0,0,0,0.0,0.0,41,2020-03-19
33034,2020-05-18,cnig_municipios,16,0,0,0,0.0,0.0,4,2020-03-19
33037,2020-05-18,cnig_municipios,45,0,0,1,0.0,0.07142857142857142,5,2020-03-28
33075,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33021,2020-05-18,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-23
33072,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-10
33061,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33025,2020-05-18,cnig_municipios,18,0,0,0,0.0,0.0,3,2020-03-22
33022,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-05-18,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-30
33014,2020-05-18,cnig_municipios,12,0,0,2,0.0,0.14285714285714285,1,2020-03-13
33001,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33060,2020-05-18,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-24
33057,2020-05-18,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-03-29
33042,2020-05-18,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-16
33066,2020-05-18,cnig_municipios,182,0,0,1,0.0,0.07142857142857142,34,2020-04-16
33047,2020-05-18,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-15
33009,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33050,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33051,2020-05-18,cnig_municipios,71,0,0,0,0.0,0.0,22,2020-04-11
33040,2020-05-18,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33011,2020-05-18,cnig_municipios,27,0,0,0,0.0,0.0,5,2020-03-28
33024,2020-05-18,cnig_municipios,591,1,15,43,2.142857142857143,3.0714285714285716,27,2020-04-01
33012,2020-05-18,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-07
33054,2020-05-18,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-03-24
33074,2020-05-18,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-04-30
33004,2020-05-18,cnig_municipios,145,0,1,2,0.14285714285714285,0.14285714285714285,9,2020-03-24
33046,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33064,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33044,2020-05-18,cnig_municipios,678,2,3,4,0.42857142857142855,0.2857142857142857,41,2020-03-23
33030,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-31
33043,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33007,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33073,2020-05-18,cnig_municipios,13,0,0,0,0.0,0.0,2,2020-03-27
33067,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33029,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33039,2020-05-18,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-21
33008,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-25
33065,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33056,2020-05-18,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-20
33019,2020-05-18,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33018,2020-05-18,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33033,2020-05-18,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-26
33002,2020-05-18,cnig_municipios,10,0,0,0,0.0,0.0,2,2020-03-22
33053,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33048,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33031,2020-05-18,cnig_municipios,88,0,0,0,0.0,0.0,5,2020-03-24
33035,2020-05-18,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-20
33078,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33028,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-01
33038,2020-05-18,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-23
33013,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33016,2020-05-18,cnig_municipios,105,0,0,0,0.0,0.0,17,2020-03-25
33003,2020-05-18,cnig_municipios,2,0,0,0,0.0,0.0,2,2020-04-25
33055,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33070,2020-05-18,cnig_municipios,9,0,0,0,0.0,0.0,4,2020-03-15
33059,2020-05-18,cnig_municipios,22,0,0,0,0.0,0.0,6,2020-03-30
33006,2020-05-18,cnig_municipios,4,0,1,3,0.14285714285714285,0.21428571428571427,1,2020-03-28
33041,2020-05-18,cnig_municipios,7,0,0,0,0.0,0.0,3,2020-03-19
33045,2020-05-18,cnig_municipios,12,0,0,0,0.0,0.0,2,2020-03-19
33063,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33015,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33036,2020-05-18,cnig_municipios,19,0,0,0,0.0,0.0,3,2020-03-28
33077,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33010,2020-05-18,cnig_municipios,14,0,0,0,0.0,0.0,4,2020-04-03
33032,2020-05-18,cnig_municipios,45,0,1,1,0.14285714285714285,0.07142857142857142,4,2020-03-13
33076,2020-05-18,cnig_municipios,9,0,0,0,0.0,0.0,2,2020-03-23
33052,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33068,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-12
33020,2020-05-18,cnig_municipios,22,0,0,0,0.0,0.0,3,2020-03-23
33071,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33058,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33027,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33023,2020-05-18,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33062,2020-05-18,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33049,2020-05-18,cnig_municipios,7,0,0,0,0.0,0.0,2,2020-03-29
33069,2020-05-18,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-04-09
33017,2020-05-18,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-21
33026,2020-05-17,cnig_municipios,78,0,0,0,0.0,0.0,41,2020-03-19
33034,2020-05-17,cnig_municipios,16,0,0,0,0.0,0.0,4,2020-03-19
33037,2020-05-17,cnig_municipios,45,0,0,1,0.0,0.07142857142857142,5,2020-03-28
33075,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33021,2020-05-17,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-23
33072,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-10
33061,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33025,2020-05-17,cnig_municipios,18,0,0,0,0.0,0.0,3,2020-03-22
33022,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-17
33005,2020-05-17,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-30
33014,2020-05-17,cnig_municipios,12,0,0,2,0.0,0.14285714285714285,1,2020-03-13
33001,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33060,2020-05-17,cnig_municipios,27,0,0,0,0.0,0.0,3,2020-03-24
33057,2020-05-17,cnig_municipios,4,0,0,0,0.0,0.0,2,2020-03-29
33042,2020-05-17,cnig_municipios,6,0,0,0,0.0,0.0,2,2020-03-16
33066,2020-05-17,cnig_municipios,182,0,0,1,0.0,0.07142857142857142,34,2020-04-16
33047,2020-05-17,cnig_municipios,2,0,0,0,0.0,0.0,1,2020-03-15
33009,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-26
33050,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33051,2020-05-17,cnig_municipios,71,0,0,0,0.0,0.0,22,2020-04-11
33040,2020-05-17,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33011,2020-05-17,cnig_municipios,27,0,0,0,0.0,0.0,5,2020-03-28
33024,2020-05-17,cnig_municipios,590,3,16,42,2.2857142857142856,3.0,27,2020-04-01
33012,2020-05-17,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-07
33054,2020-05-17,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-03-24
33074,2020-05-17,cnig_municipios,3,0,0,0,0.0,0.0,2,2020-04-30
33004,2020-05-17,cnig_municipios,145,1,1,2,0.14285714285714285,0.14285714285714285,9,2020-03-24
33046,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33064,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33044,2020-05-17,cnig_municipios,676,0,1,2,0.14285714285714285,0.14285714285714285,41,2020-03-23
33030,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-31
33043,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33007,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-28
33073,2020-05-17,cnig_municipios,13,0,0,0,0.0,0.0,2,2020-03-27
33067,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33029,2020-05-17,cnig_municipios,0,0,0,0,0.0,0.0,0,2020-02-29
33039,2020-05-17,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-21
33008,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-04-25
33065,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
33056,2020-05-17,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-20
33019,2020-05-17,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33018,2020-05-17,cnig_municipios,4,0,0,0,0.0,0.0,1,2020-03-17
33033,2020-05-17,cnig_municipios,3,0,0,0,0.0,0.0,1,2020-03-26
33002,2020-05-17,cnig_municipios,10,0,0,0,0.0,0.0,2,2020-03-22
33053,2020-05-17,cnig_municipios,1,0,0,0,0.0,0.0,1,2020-03-16
